audit_id,item_type,standard_reference,implementation_status,test_status,validation_status,implementation_target,test_file,validation_case,comments
SP16-PROC-11.2.8-COMBINED-CONE-INTERACTION,procedure,11.2.8,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,standard_core.sheet_structures_strength_and_stability.conical_combined_stability_utilization_eq168,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.8-COMBINED-CONE-INTERACTION,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.9-SPHERE-RATIO-LIMIT,procedure,11.2.9,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,standard_core.sheet_structures_strength_and_stability.spherical_external_pressure_critical_stress_clause_11_2_9,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.9-SPHERE-RATIO-LIMIT,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-12.1.1-APPLICABILITY,procedure,12.1.1,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.1-APPLICABILITY: pass,standard_core.fatigue_design.fatigue_applicability_route_clause_12_1_1_12_1_3,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.1-APPLICABILITY,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.2-STRESS-ASYMMETRY-RATIO,procedure,12.1.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-STRESS-ASYMMETRY-RATIO: pass,standard_core.fatigue_design.stress_asymmetry_ratio,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-STRESS-ASYMMETRY-RATIO,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.2-CYCLE-FACTOR-ROUTING,procedure,12.1.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-CYCLE-FACTOR-ROUTING: pass,standard_core.fatigue_design.fatigue_cycle_factor_alpha,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-CYCLE-FACTOR-ROUTING,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.2-RESISTANCE-CAP,procedure,12.1.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-RESISTANCE-CAP: pass,standard_core.fatigue_design.fatigue_resistance_cap_check_clause_12_1_2,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-RESISTANCE-CAP,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.3-LOW-CYCLE-ROUTE,procedure,12.1.3,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.3-LOW-CYCLE-ROUTE: pass,standard_core.fatigue_design.fatigue_applicability_route_clause_12_1_1_12_1_3,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.3-LOW-CYCLE-ROUTE,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.2-CRANE-CYCLE-FACTOR,procedure,12.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.2-CRANE-CYCLE-FACTOR: pass,standard_core.fatigue_design.crane_runway_cycle_factor_clause_12_2,tests/test_fatigue_design.py,V14-SP16-PROC-12.2-CRANE-CYCLE-FACTOR,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.2-WEB-FATIGUE-RESISTANCE,procedure,12.2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.2-WEB-FATIGUE-RESISTANCE: pass,standard_core.fatigue_design.crane_runway_web_fatigue_resistance_clause_12_2,tests/test_fatigue_design.py,V14-SP16-PROC-12.2-WEB-FATIGUE-RESISTANCE,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-K.1-GROUP-LOOKUP,procedure,Annex K,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-K.1-GROUP-LOOKUP: pass,standard_core.fatigue_design.annex_k_group,tests/test_fatigue_design.py,V14-SP16-PROC-K.1-GROUP-LOOKUP,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-K.1-TUBE-CASE-20,procedure,Annex K,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-20: pass,standard_core.fatigue_design.annex_k_tube_joint_group_case20,tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-20,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-K.1-TUBE-CASE-21,procedure,Annex K,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-21: pass,standard_core.fatigue_design.annex_k_tube_joint_group_case21,tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-21,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-13.1-BRITTLE-FACTORS,procedure,13.1,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.1-BRITTLE-FACTORS: pass,standard_core.brittle_fracture_and_welded_connections.brittle_fracture_factor_register_clause_13_1,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.1-BRITTLE-FACTORS,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.2-PREVENTION-CHECKLIST,procedure,13.1-13.2,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.2-PREVENTION-CHECKLIST: pass,standard_core.brittle_fracture_and_welded_connections.brittle_fracture_prevention_checklist_clause_13_1_13_2,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.2-PREVENTION-CHECKLIST,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.3-LAMELLAR-APPLICABILITY,procedure,13.3,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.3-LAMELLAR-APPLICABILITY: pass,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_applicability_clause_13_3,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.3-LAMELLAR-APPLICABILITY,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.4-Z-TEST-ROUTE,procedure,13.4,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.4-Z-TEST-ROUTE: pass,standard_core.brittle_fracture_and_welded_connections.through_thickness_property_test_route_clause_13_4,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.4-Z-TEST-ROUTE,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.5-RISK-MODIFIER,procedure,13.5,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-RISK-MODIFIER: pass,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_adjusted_risk_clause_13_5,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-RISK-MODIFIER,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.5-Z-GROUP-SELECTION,procedure,13.5,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-Z-GROUP-SELECTION: pass,standard_core.brittle_fracture_and_welded_connections.required_z_quality_group_clause_13_5,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-Z-GROUP-SELECTION,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.5-LAMELLAR-CHECK,procedure,13.5,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-LAMELLAR-CHECK: pass,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_check_clause_13_5,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-LAMELLAR-CHECK,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.1-14.1.6-DETAILING,procedure,14.1.1-14.1.6,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.1-14.1.6-DETAILING: pass,standard_core.brittle_fracture_and_welded_connections.welded_connection_detailing_checklist_clause_14_1_1_14_1_6,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.1-14.1.6-DETAILING,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MAXIMUM-LEG,procedure,14.1.7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-LEG: pass,standard_core.brittle_fracture_and_welded_connections.maximum_fillet_weld_leg_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-LEG,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MINIMUM-LENGTH,procedure,14.1.7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LENGTH: pass,standard_core.brittle_fracture_and_welded_connections.minimum_fillet_weld_design_length_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LENGTH,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MAXIMUM-FLANK-LENGTH,procedure,14.1.7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-FLANK-LENGTH: pass,standard_core.brittle_fracture_and_welded_connections.maximum_flank_weld_length_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-FLANK-LENGTH,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MINIMUM-LAP,procedure,14.1.7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LAP: pass,standard_core.brittle_fracture_and_welded_connections.minimum_lap_length_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LAP,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.8-CONSUMABLE-COMPATIBILITY,procedure,14.1.8,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.8-CONSUMABLE-COMPATIBILITY: pass,standard_core.brittle_fracture_and_welded_connections.welding_consumable_compatibility_clause_14_1_8,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.8-CONSUMABLE-COMPATIBILITY,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.9-ONE-SIDED-ROUTE,procedure,14.1.9,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.9-ONE-SIDED-ROUTE: pass,standard_core.brittle_fracture_and_welded_connections.one_sided_fillet_weld_route_clause_14_1_9,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.9-ONE-SIDED-ROUTE,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.10-INTERMITTENT-ROUTE,procedure,14.1.10,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-ROUTE: pass,standard_core.brittle_fracture_and_welded_connections.intermittent_weld_applicability_clause_14_1_10,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-ROUTE,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.10-INTERMITTENT-SPACING,procedure,14.1.10,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-SPACING: pass,standard_core.brittle_fracture_and_welded_connections.intermittent_weld_spacing_limit_clause_14_1_10,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-SPACING,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.10-END-WELD-LENGTH,procedure,14.1.10,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-END-WELD-LENGTH: pass,standard_core.brittle_fracture_and_welded_connections.end_weld_minimum_length_clause_14_1_10,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-END-WELD-LENGTH,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.11-PERIMETER-WELD-ROUTE,procedure,14.1.11-14.1.12,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.11-PERIMETER-WELD-ROUTE: pass,standard_core.brittle_fracture_and_welded_connections.perimeter_or_plug_weld_route_clause_14_1_11_14_1_12,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.11-PERIMETER-WELD-ROUTE,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.12-PLUG-WELD-REQUIREMENTS,procedure,14.1.12,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.12-PLUG-WELD-REQUIREMENTS: pass,standard_core.brittle_fracture_and_welded_connections.plug_weld_requirements_clause_14_1_12,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.12-PLUG-WELD-REQUIREMENTS,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.13-COMBINED-DISTRIBUTION,procedure,14.1.13,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.13-COMBINED-DISTRIBUTION: pass,standard_core.brittle_fracture_and_welded_connections.combined_connection_force_distribution_clause_14_1_13,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.13-COMBINED-DISTRIBUTION,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.14-BUTT-LENGTH,procedure,14.1.14,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-BUTT-LENGTH: pass,standard_core.brittle_fracture_and_welded_connections.effective_butt_weld_length_clause_14_1_14,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-BUTT-LENGTH,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.14-RESISTANCE-BRANCH,procedure,14.1.14,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-RESISTANCE-BRANCH: pass,standard_core.brittle_fracture_and_welded_connections.butt_weld_resistance_branch_clause_14_1_14,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-RESISTANCE-BRANCH,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.15-COMBINED-BUTT-STRESS,procedure,14.1.15,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.15-COMBINED-BUTT-STRESS: pass,standard_core.brittle_fracture_and_welded_connections.butt_weld_combined_stress_clause_14_1_15,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.15-COMBINED-BUTT-STRESS,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.16-FILLET-LENGTH,procedure,14.1.16,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-FILLET-LENGTH: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_effective_length_clause_14_1_16,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-FILLET-LENGTH,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.16-GOVERNING-PLANE,procedure,14.1.16,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-GOVERNING-PLANE: pass,standard_core.brittle_fracture_and_welded_connections.fillet_weld_governing_plane_clause_14_1_16,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-GOVERNING-PLANE,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.20-SPOT-BETA,procedure,14.1.20,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-BETA: pass,standard_core.brittle_fracture_and_welded_connections.spot_weld_beta_clause_14_1_20,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-BETA,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.20-SPOT-CAPACITY,procedure,14.1.20,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-CAPACITY: pass,standard_core.brittle_fracture_and_welded_connections.spot_weld_governing_capacity_clause_14_1_20,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-CAPACITY,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.2.1-BOLT-STANDARD-ROUTE,procedure,Clause 14.2.1,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.1-BOLT-STANDARD-ROUTE,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.2-14.2.8-DETAILING,procedure,Clause 14.2.2-14.2.8,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.table_40_check_layout,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.2-14.2.8-DETAILING,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.10-LONG-JOINT,procedure,Clause 14.2.10,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.long_joint_reduction_factor_14_2_10,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.10-LONG-JOINT,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.11-MOMENT-DISTRIBUTION,procedure,Clause 14.2.11,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_group_force_distribution_14_2_11_12,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.11-MOMENT-DISTRIBUTION,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.12-FORCE-MOMENT-DISTRIBUTION,procedure,Clause 14.2.12,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_group_force_distribution_14_2_11_12,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.12-FORCE-MOMENT-DISTRIBUTION,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.14-BOLT-COUNT-INCREASE,procedure,Clause 14.2.14,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_count_detailing_adjustment_14_2_14,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.14-BOLT-COUNT-INCREASE,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.15-ANCHOR-EXTERNAL-ROUTE,procedure,Clause 14.2.15,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.15-ANCHOR-EXTERNAL-ROUTE,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.1-14.3.2-APPLICATION,procedure,Clause 14.3.1-14.3.2,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.1-14.3.2-APPLICATION,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.4-GAMMA-B,procedure,Clause 14.3.4,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.friction_connection_working_factor_14_3_4,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.4-GAMMA-B,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.5-FORCE-MOMENT-DISTRIBUTION,procedure,Clause 14.3.5,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolt_group_force_distribution_14_2_11_12,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.5-FORCE-MOMENT-DISTRIBUTION,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.6-TENSION-REDUCTION,procedure,Clause 14.3.6,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.friction_tension_reduction_14_3_6,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.6-TENSION-REDUCTION,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.7-DIAMETER-CHECK,procedure,Clause 14.3.7,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.friction_bolt_diameter_check_14_3_7,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.7-DIAMETER-CHECK,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.8-14.3.9-DOCUMENTATION-ACCESS,procedure,Clause 14.3.8-14.3.9,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.8-14.3.9-DOCUMENTATION-ACCESS,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.10-WASHER,procedure,Clause 14.3.10,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.friction_connection_washer_requirement_14_3_10,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.10-WASHER,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.11-EFFECTIVE-AREA,procedure,Clause 14.3.11,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,standard_core.bolted_and_friction_connections.friction_connection_effective_area_14_3_11,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.11-EFFECTIVE-AREA,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.4.1-SHEAR-FLOW,procedure,Clause 14.4.1,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core.built_up_beam_flange_connections.flange_shear_flow_t_n_mm,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-SHEAR-FLOW,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-LOCAL-PRESSURE-FLOW,procedure,Clause 14.4.1,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core.built_up_beam_flange_connections.local_load_line_pressure_v_n_mm,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-LOCAL-PRESSURE-FLOW,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-LOAD-ROUTE,procedure,Clause 14.4.1,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core.built_up_beam_flange_connections.table_43_load_route,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-LOAD-ROUTE,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-ALPHA,procedure,Clause 14.4.1,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core.built_up_beam_flange_connections.table_43_alpha,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-ALPHA,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-FULL-PENETRATION-WELD,procedure,Clause 14.4.1,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core.built_up_beam_flange_connections.full_penetration_web_weld_equivalence_14_4_1,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-FULL-PENETRATION-WELD,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.2-MULTILAYER-FLANGE-SHEET,procedure,Clause 14.4.2,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,standard_core.built_up_beam_flange_connections.multilayer_flange_sheet_attachment_force_14_4_2,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.2-MULTILAYER-FLANGE-SHEET,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-15-CLASSIFICATION,procedure,15,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15-CLASSIFICATION: pass,standard_core/structural_detailing_and_support_bearings.py:section_15_requirement_catalog,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15-CLASSIFICATION,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.1-TABLE-44-LOOKUP,procedure,15.1,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-TBL-44: pass,standard_core/structural_detailing_and_support_bearings.py:table_44_maximum_spacing_m,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-TBL-44,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.1-SPACING-ASSESSMENT,procedure,15.1,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-SPACING-ASSESSMENT: pass,standard_core/structural_detailing_and_support_bearings.py:temperature_joint_spacing_assessment_15_1,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-SPACING-ASSESSMENT,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.1-PAIRED-BRACING,procedure,15.1,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-PAIRED-BRACING: pass,standard_core/structural_detailing_and_support_bearings.py:paired_vertical_bracing_max_spacing_m_15_1,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-PAIRED-BRACING,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
