audit_id,standard,clause,annex,page,equation_number,topic,normative_status,short_description,input_variables,output_variables,units,time_basis,planned_module,planned_function,implementation_status,test_status,validation_status,comments
SP16-EQ-143,СП 16.13330.2017 «Стальные конструкции»,10.3.4,,67,143,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (143) к п. 10.3.4: Коэффициенты расчетной длины m колонн постоянного сечения в плоскости свободных или несвободных рам. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,sway_frame_mu_eq143,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-144,СП 16.13330.2017 «Стальные конструкции»,10.3.4,,67,144,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (144) к п. 10.3.4: Коэффициенты расчетной длины m колонн постоянного сечения в плоскости свободных или несвободных рам. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,sway_frame_mu_eq144,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-145,СП 16.13330.2017 «Стальные конструкции»,10.3.4,,68,145,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (145) к п. 10.3.4: Коэффициенты расчетной длины m колонн постоянного сечения в плоскости свободных или несвободных рам. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,nonsway_frame_mu_eq145,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-146,СП 16.13330.2017 «Стальные конструкции»,10.3.6,,69,146,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (146) к п. 10.3.6: При неравномерном нагружении верхних узлов колонн в свободной одноэтажной раме и наличии жесткого. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,nonuniform_sway_frame_effective_length_eq146,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-147,СП 16.13330.2017 «Стальные конструкции»,10.3.8,,69,147,effective lengths and limiting slenderness,normative calculation expression,"Расчетное выражение (147) к п. 10.3.8: Коэффициенты расчетной длины жесткого диска покрытия) и многоэтажных рам, при учете влияния характера деформирования системы под нагрузкой следует уменьшать умножением на коэффици……",pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,frame_deformation_reduction_factor_eq147,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-148,СП 16.13330.2017 «Стальные конструкции»,11.1.1,,72,148,plate and shell structures,normative calculation expression,Membrane equivalent-stress strength check for a momentless shell state.,sigma_x_n_mm2;sigma_y_n_mm2;tau_xy_n_mm2;design_yield_resistance_n_mm2;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,membrane_strength_utilization_eq148,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-148: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-149,СП 16.13330.2017 «Стальные конструкции»,11.1.2,,73,149,plate and shell structures,normative calculation expression,Meridional membrane stress from projected pressure force.,projected_pressure_force_n;radius_mm;thickness_mm;beta_degrees,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,meridional_stress_eq149,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-149: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-150,СП 16.13330.2017 «Стальные конструкции»,11.1.2,,73,150,plate and shell structures,normative calculation expression,Circumferential membrane stress from pressure and curvature equilibrium.,pressure_n_mm2;thickness_mm;meridional_stress_n_mm2;meridional_radius_mm;circumferential_radius_mm,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,circumferential_stress_eq150,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-150: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-151,СП 16.13330.2017 «Стальные конструкции»,11.1.3,,73,151,plate and shell structures,normative calculation expression,Closed cylindrical-shell membrane stresses under uniform internal pressure.,pressure_n_mm2;radius_mm;thickness_mm,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_internal_pressure_stresses_eq151,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-151: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-152,СП 16.13330.2017 «Стальные конструкции»,11.1.3,,73,152,plate and shell structures,normative calculation expression,Spherical-shell membrane stresses under uniform internal pressure.,pressure_n_mm2;radius_mm;thickness_mm,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,spherical_internal_pressure_stresses_eq152,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-152: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-153,СП 16.13330.2017 «Стальные конструкции»,11.1.3,,73,153,plate and shell structures,normative calculation expression,Conical-shell membrane stresses under uniform internal pressure.,pressure_n_mm2;radius_mm;thickness_mm;beta_degrees,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,conical_internal_pressure_stresses_eq153,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-153: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-154,СП 16.13330.2017 «Стальные конструкции»,11.2.1,,74,154,plate and shell structures,normative calculation expression,Axial stability utilization of a closed circular cylindrical shell.,axial_compressive_stress_n_mm2;critical_stress_n_mm2;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_axial_stability_utilization_eq154,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-154: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-155,СП 16.13330.2017 «Стальные конструкции»,11.2.1,,74,155,plate and shell structures,normative calculation expression,Coefficient psi for axial cylindrical-shell critical stress.,radius_to_thickness_ratio;design_yield_resistance_n_mm2;elastic_modulus_n_mm2,stress_or_geometric_result,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_psi_eq155,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-155: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-156,СП 16.13330.2017 «Стальные конструкции»,11.2.2,,75,156,plate and shell structures,normative calculation expression,Local stability utilization of a compressed or eccentrically compressed tube.,axial_force_n;relative_slenderness;gross_area_mm2;relative_eccentricity_m;design_yield_resistance_n_mm2;axial_critical_stress_n_mm2;radius_mm;thickness_mm;elastic_modulus_n_mm2,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,tube_local_stability_utilization_eq156,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-156: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-157,СП 16.13330.2017 «Стальные конструкции»,11.2.3,,75,157,plate and shell structures,normative calculation expression,Curved-panel b/t limit for compressive stress not exceeding 0.8Ry.,elastic_modulus_n_mm2;compressive_stress_n_mm2,stress_or_geometric_result,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_panel_limit_eq157,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-157: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-158,СП 16.13330.2017 «Стальные конструкции»,11.2.3,,75,158,plate and shell structures,normative calculation expression,Curved-panel b/t limit at compressive stress equal to Ry.,design_yield_resistance_n_mm2;elastic_modulus_n_mm2,stress_or_geometric_result,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_panel_limit_eq158,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-158: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-159,СП 16.13330.2017 «Стальные конструкции»,11.2.4,,75,159,plate and shell structures,normative calculation expression,External-pressure stability utilization of a cylindrical shell.,hoop_compressive_stress_n_mm2;critical_hoop_stress_n_mm2;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_external_pressure_utilization_eq159,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-159: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-160,СП 16.13330.2017 «Стальные конструкции»,11.2.4,,75,160,plate and shell structures,normative calculation expression,Critical hoop stress for a finite-length cylindrical shell under external pressure.,elastic_modulus_n_mm2;radius_mm;length_mm;thickness_mm,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_external_pressure_critical_stress_eq160,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-160: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-161,СП 16.13330.2017 «Стальные конструкции»,11.2.4,,75,161,plate and shell structures,normative calculation expression,Critical hoop stress for a long cylindrical shell under external pressure.,elastic_modulus_n_mm2;radius_mm;thickness_mm,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_external_pressure_critical_stress_eq161,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-161: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-162,СП 16.13330.2017 «Стальные конструкции»,11.2.5,,76,162,plate and shell structures,normative calculation expression,Combined axial compression and external-pressure stability interaction for a cylinder.,axial_compressive_stress_n_mm2;axial_critical_stress_n_mm2;hoop_compressive_stress_n_mm2;hoop_critical_stress_n_mm2;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,cylindrical_combined_stability_utilization_eq162,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-162: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-163,СП 16.13330.2017 «Стальные конструкции»,11.2.6,,76,163,plate and shell structures,normative calculation expression,Axial stability utilization of a conical shell.,axial_force_n;critical_force_n;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,conical_axial_stability_utilization_eq163,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-163: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-164,СП 16.13330.2017 «Стальные конструкции»,11.2.6,,76,164,plate and shell structures,normative calculation expression,Critical axial force of a conical shell.,thickness_mm;axial_critical_stress_n_mm2;equivalent_radius_mm;beta_degrees,stress_or_geometric_result,N,static design state,standard_core/sheet_structures_strength_and_stability.py,conical_critical_force_eq164,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-164: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-165,СП 16.13330.2017 «Стальные конструкции»,11.2.6,,76,165,plate and shell structures,normative calculation expression,Equivalent radius of a conical shell.,top_radius_mm;bottom_radius_mm;beta_degrees,stress_or_geometric_result,mm,static design state,standard_core/sheet_structures_strength_and_stability.py,conical_equivalent_radius_eq165,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-165: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-166,СП 16.13330.2017 «Стальные конструкции»,11.2.7,,76,166,plate and shell structures,normative calculation expression,External-pressure stability utilization of a conical shell.,hoop_compressive_stress_n_mm2;critical_hoop_stress_n_mm2;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,conical_external_pressure_utilization_eq166,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-166: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-167,СП 16.13330.2017 «Стальные конструкции»,11.2.7,,77,167,plate and shell structures,normative calculation expression,Critical hoop stress of a conical shell under external pressure.,elastic_modulus_n_mm2;equivalent_radius_mm;cone_height_mm;thickness_mm,stress_or_geometric_result,N/mm2,static design state,standard_core/sheet_structures_strength_and_stability.py,conical_external_pressure_critical_stress_eq167,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-167: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-168,СП 16.13330.2017 «Стальные конструкции»,11.2.8,,77,168,plate and shell structures,normative calculation expression,Combined axial force and external-pressure interaction for a conical shell.,axial_force_n;critical_force_n;hoop_compressive_stress_n_mm2;critical_hoop_stress_n_mm2;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,conical_combined_stability_utilization_eq168,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-168: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-169,СП 16.13330.2017 «Стальные конструкции»,11.2.9,,77,169,plate and shell structures,normative calculation expression,External-pressure stability utilization of a spherical shell or segment.,pressure_n_mm2;radius_mm;thickness_mm;critical_stress_n_mm2;working_condition_factor,utilization,dimensionless,static design state,standard_core/sheet_structures_strength_and_stability.py,spherical_external_pressure_utilization_eq169,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13-SP16-EQ-169: pass,Formula visually transcribed from supplied PDF pages 72-77; domain checks and stated interpolation rules are explicit.
SP16-EQ-170,СП 16.13330.2017 «Стальные конструкции»,12.1.2,,77,170,fatigue,normative calculation expression,"Fatigue utilization from maximum absolute net-section stress, cycle factor, fatigue resistance, and asymmetry factor.",explicit unit-bearing fatigue inputs; see public function docstring,dimensionless utilization or cycle factor alpha,dimensionless except stress inputs in N/mm2,load-cycle count where applicable,standard_core/fatigue_design.py,fatigue_utilization_eq170,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-170: pass,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-171,СП 16.13330.2017 «Стальные конструкции»,12.1.2,,78,171,fatigue,normative calculation expression,Cycle-count factor alpha for fatigue groups 1 and 2.,explicit unit-bearing fatigue inputs; see public function docstring,dimensionless utilization or cycle factor alpha,dimensionless except stress inputs in N/mm2,load-cycle count where applicable,standard_core/fatigue_design.py,cycle_factor_group_1_2_eq171,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-171: pass,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-172,СП 16.13330.2017 «Стальные конструкции»,12.1.2,,78,172,fatigue,normative calculation expression,Cycle-count factor alpha for fatigue groups 3 through 8.,explicit unit-bearing fatigue inputs; see public function docstring,dimensionless utilization or cycle factor alpha,dimensionless except stress inputs in N/mm2,load-cycle count where applicable,standard_core/fatigue_design.py,cycle_factor_group_3_8_eq172,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-172: pass,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-173,СП 16.13330.2017 «Стальные конструкции»,12.2,,79,173,fatigue,normative calculation expression,Crane-runway web fatigue interaction expression.,explicit unit-bearing fatigue inputs; see public function docstring,dimensionless utilization or cycle factor alpha,dimensionless except stress inputs in N/mm2,load-cycle count where applicable,standard_core/fatigue_design.py,crane_runway_web_fatigue_utilization_eq173,implemented,passed: tests/test_fatigue_design.py,V14-SP16-EQ-173: pass,Visually transcribed from Section 12 pages 77-79; assumptions and boundaries are explicit.
SP16-EQ-174,СП 16.13330.2017 «Стальные конструкции»,13.5,,81,174,brittle fracture and welded connections,normative calculation expression,Summation of five lamellar-tearing risk factors.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,lamellar_tearing_risk_sum_eq174,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ174: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-175,СП 16.13330.2017 «Стальные конструкции»,14.1.14,,86,175,brittle fracture and welded connections,normative calculation expression,Axial strength utilization of a butt-welded connection.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,butt_weld_axial_utilization_eq175,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ175: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-176,СП 16.13330.2017 «Стальные конструкции»,14.1.16,,87,176,brittle fracture and welded connections,normative calculation expression,Axial fillet-weld utilization in the weld-metal plane.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_axial_metal_utilization_eq176,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ176: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-177,СП 16.13330.2017 «Стальные конструкции»,14.1.16,,87,177,brittle fracture and welded connections,normative calculation expression,Axial fillet-weld utilization in the fusion-boundary plane.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_axial_fusion_utilization_eq177,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ177: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-178,СП 16.13330.2017 «Стальные конструкции»,14.1.17,,87,178,brittle fracture and welded connections,normative calculation expression,Out-of-plane moment utilization in the weld-metal plane.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_out_of_plane_moment_metal_utilization_eq178,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ178: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-179,СП 16.13330.2017 «Стальные конструкции»,14.1.17,,87,179,brittle fracture and welded connections,normative calculation expression,Out-of-plane moment utilization in the fusion-boundary plane.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_out_of_plane_moment_fusion_utilization_eq179,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ179: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-180,СП 16.13330.2017 «Стальные конструкции»,14.1.18,,87,180,brittle fracture and welded connections,normative calculation expression,In-plane moment utilization in the weld-metal plane.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_in_plane_moment_metal_utilization_eq180,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ180: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-181,СП 16.13330.2017 «Стальные конструкции»,14.1.18,,87,181,brittle fracture and welded connections,normative calculation expression,In-plane moment utilization in the fusion-boundary plane.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_in_plane_moment_fusion_utilization_eq181,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ181: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-182,СП 16.13330.2017 «Стальные конструкции»,14.1.19,,88,182,brittle fracture and welded connections,normative calculation expression,Combined fillet-weld checks in both calculation planes.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,combined_fillet_weld_utilizations_eq182,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ182: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-183,СП 16.13330.2017 «Стальные конструкции»,14.1.19,,88,183,brittle fracture and welded connections,normative calculation expression,"Resultant shear stress from axial-force, shear-force, and moment components.",explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,resultant_shear_stress_eq183,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ183: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-184,СП 16.13330.2017 «Стальные конструкции»,14.1.20,,90,184,brittle fracture and welded connections,normative calculation expression,Arc spot-weld shear capacity.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,spot_weld_shear_capacity_eq184,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ184: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-185,СП 16.13330.2017 «Стальные конструкции»,14.1.20,,90,185,brittle fracture and welded connections,normative calculation expression,Arc spot-weld connected-element tear-out capacity.,explicit unit-labelled clause inputs,"dimensionless utilization, stress, force, or risk factor as stated","N, mm, N/mm2, percent, or dimensionless as function name/docstring states",not_applicable,standard_core/brittle_fracture_and_welded_connections.py,spot_weld_tearout_capacity_eq185,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-EQ185: pass,"Formula visually transcribed from supplied PDF pages 81-90; sign, boundary, and unit conventions are explicit and no missing coefficient is invented."
SP16-EQ-186,СП 16.13330.2017 «Стальные конструкции»,14.2.9,,92,186,bolted and friction connections,normative calculation expression,One-bolt shear capacity,unit-explicit function arguments,"capacity, utilization, or required count",N or dimensionless as documented,not applicable,standard_core/bolted_and_friction_connections.py,bolt_shear_capacity_eq186,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-187,СП 16.13330.2017 «Стальные конструкции»,14.2.9,,92,187,bolted and friction connections,normative calculation expression,One-bolt bearing capacity,unit-explicit function arguments,"capacity, utilization, or required count",N or dimensionless as documented,not applicable,standard_core/bolted_and_friction_connections.py,bolt_bearing_capacity_eq187,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-188,СП 16.13330.2017 «Стальные конструкции»,14.2.9,,92,188,bolted and friction connections,normative calculation expression,One-bolt tension capacity,unit-explicit function arguments,"capacity, utilization, or required count",N or dimensionless as documented,not applicable,standard_core/bolted_and_friction_connections.py,bolt_tension_capacity_eq188,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-189,СП 16.13330.2017 «Стальные конструкции»,14.2.10,,93,189,bolted and friction connections,normative calculation expression,Required bolt count for centroidal force,unit-explicit function arguments,"capacity, utilization, or required count",N or dimensionless as documented,not applicable,standard_core/bolted_and_friction_connections.py,required_bolt_count_eq189,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-190,СП 16.13330.2017 «Стальные конструкции»,14.2.13,,93,190,bolted and friction connections,normative calculation expression,Combined bolt shear-tension interaction,unit-explicit function arguments,"capacity, utilization, or required count",N or dimensionless as documented,not applicable,standard_core/bolted_and_friction_connections.py,bolt_shear_tension_interaction_eq190,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-191,СП 16.13330.2017 «Стальные конструкции»,14.3.3,,94,191,bolted and friction connections,normative calculation expression,Resistance per friction plane and bolt,unit-explicit function arguments,"capacity, utilization, or required count",N or dimensionless as documented,not applicable,standard_core/bolted_and_friction_connections.py,friction_plane_capacity_eq191,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-192,СП 16.13330.2017 «Стальные конструкции»,14.3.4,,95,192,bolted and friction connections,normative calculation expression,Required friction-bolt count,unit-explicit function arguments,"capacity, utilization, or required count",N or dimensionless as documented,not applicable,standard_core/bolted_and_friction_connections.py,required_friction_bolt_count_eq192,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Formula visually verified against PDF pages 92-95; no complete worked example identified.
SP16-EQ-193,СП 16.13330.2017 «Стальные конструкции»,14.4.1,,96,193,built-up beam flange connections,normative calculation expression,Stationary-load welded flange connection check along the weld-metal plane: |T|/(n beta_f k_f R_wf gamma_c).,shear_flow_t_n_mm; weld_line_count; weld_coefficient_beta_f; weld_leg_mm; weld_metal_design_resistance_n_mm2; working_condition_factor,dimensionless utilization,dimensionless,not_applicable,standard_core/built_up_beam_flange_connections.py,stationary_weld_metal_utilization_eq193,implemented,passed: tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF page 96; symbols and routing definitions checked against page 97.
