audit_id,standard,clause,page,short_description,planned_module,planned_function,implementation_status,test_status,validation_status,comments
SP16-PROC-14.1.15-COMBINED-BUTT-STRESS,СП 16.13330.2017 «Стальные конструкции»,14.1.15,86-87,Check combined butt-weld stress using equation (44).,standard_core/brittle_fracture_and_welded_connections.py,butt_weld_combined_stress_clause_14_1_15,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.15-COMBINED-BUTT-STRESS: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.16-FILLET-LENGTH,СП 16.13330.2017 «Стальные конструкции»,14.1.16,87,Calculate total effective fillet-weld length.,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_effective_length_clause_14_1_16,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-FILLET-LENGTH: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.16-GOVERNING-PLANE,СП 16.13330.2017 «Стальные конструкции»,14.1.16,87,Select governing fillet-weld calculation plane.,standard_core/brittle_fracture_and_welded_connections.py,fillet_weld_governing_plane_clause_14_1_16,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-GOVERNING-PLANE: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.20-SPOT-BETA,СП 16.13330.2017 «Стальные конструкции»,14.1.20,90,Calculate arc spot-weld beta from thickness ratio.,standard_core/brittle_fracture_and_welded_connections.py,spot_weld_beta_clause_14_1_20,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-BETA: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.20-SPOT-CAPACITY,СП 16.13330.2017 «Стальные конструкции»,14.1.20,90,Select governing arc spot-weld capacity.,standard_core/brittle_fracture_and_welded_connections.py,spot_weld_governing_capacity_clause_14_1_20,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-CAPACITY: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.2.1-BOLT-STANDARD-ROUTE,СП 16.13330.2017 «Стальные конструкции»,14.2.1,90,External bolt product-standard route,standard_core/bolted_and_friction_connections.py,bolted_and_friction_external_requirements,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.2-14.2.8-DETAILING,СП 16.13330.2017 «Стальные конструкции»,14.2.2-14.2.8,90-92,"Bolt placement, holes, washers, thread and detailing checks",standard_core/bolted_and_friction_connections.py,table_40_check_layout,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.10-LONG-JOINT,СП 16.13330.2017 «Стальные конструкции»,14.2.10,93,Long-joint reduction factor,standard_core/bolted_and_friction_connections.py,long_joint_reduction_factor_14_2_10,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.11-MOMENT-DISTRIBUTION,СП 16.13330.2017 «Стальные конструкции»,14.2.11,93,Moment distribution proportional to bolt radius,standard_core/bolted_and_friction_connections.py,bolt_group_force_distribution_14_2_11_12,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.12-FORCE-MOMENT-DISTRIBUTION,СП 16.13330.2017 «Стальные конструкции»,14.2.12,93,Combined force and moment bolt-group distribution,standard_core/bolted_and_friction_connections.py,bolt_group_force_distribution_14_2_11_12,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.14-BOLT-COUNT-INCREASE,СП 16.13330.2017 «Стальные конструкции»,14.2.14,94,"Bolt-count increases for packings, one-sided plates and short pieces",standard_core/bolted_and_friction_connections.py,bolt_count_detailing_adjustment_14_2_14,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.2.15-ANCHOR-EXTERNAL-ROUTE,СП 16.13330.2017 «Стальные конструкции»,14.2.15,94,Anchor-bolt external reference route,standard_core/bolted_and_friction_connections.py,bolted_and_friction_external_requirements,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.1-14.3.2-APPLICATION,СП 16.13330.2017 «Стальные конструкции»,14.3.1-14.3.2,94,Friction-connection applicability and controlled-tension hardware route,standard_core/bolted_and_friction_connections.py,bolted_and_friction_external_requirements,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.4-GAMMA-B,СП 16.13330.2017 «Стальные конструкции»,14.3.4,95,Friction connection working factor by bolt count,standard_core/bolted_and_friction_connections.py,friction_connection_working_factor_14_3_4,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.5-FORCE-MOMENT-DISTRIBUTION,СП 16.13330.2017 «Стальные конструкции»,14.3.5,95,Friction-bolt force and moment distribution,standard_core/bolted_and_friction_connections.py,bolt_group_force_distribution_14_2_11_12,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.6-TENSION-REDUCTION,СП 16.13330.2017 «Стальные конструкции»,14.3.6,95,Reduction for bolt tension in friction connection,standard_core/bolted_and_friction_connections.py,friction_tension_reduction_14_3_6,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.7-DIAMETER-CHECK,СП 16.13330.2017 «Стальные конструкции»,14.3.7,95,Bolt diameter versus package thickness,standard_core/bolted_and_friction_connections.py,friction_bolt_diameter_check_14_3_7,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.8-14.3.9-DOCUMENTATION-ACCESS,СП 16.13330.2017 «Стальные конструкции»,14.3.8-14.3.9,95-96,Project documentation and access requirements,standard_core/bolted_and_friction_connections.py,bolted_and_friction_external_requirements,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.10-WASHER,СП 16.13330.2017 «Стальные конструкции»,14.3.10,96,Washer arrangement for enlarged head and nut,standard_core/bolted_and_friction_connections.py,friction_connection_washer_requirement_14_3_10,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.3.11-EFFECTIVE-AREA,СП 16.13330.2017 «Стальные конструкции»,14.3.11,96,Area selection for elements weakened by friction-connection holes,standard_core/bolted_and_friction_connections.py,friction_connection_effective_area_14_3_11,implemented,tests/test_bolted_and_friction_connections.py,implementation_self_check_passed,Procedure extracted and classified from clauses 14.2-14.3; external evidence boundaries remain explicit.
SP16-PROC-14.4.1-SHEAR-FLOW,СП 16.13330.2017 «Стальные конструкции»,14.4.1,96,Calculate T=QS/I using gross flange static moment and gross section inertia,standard_core/built_up_beam_flange_connections.py,flange_shear_flow_t_n_mm,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-LOCAL-PRESSURE-FLOW,СП 16.13330.2017 «Стальные конструкции»,14.4.1,97,Calculate V=gamma_f gamma_f1 F_n/l_ef,standard_core/built_up_beam_flange_connections.py,local_load_line_pressure_v_n_mm,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-LOAD-ROUTE,СП 16.13330.2017 «Стальные конструкции»,14.4.1,96,Route specified stationary lower-flange and unstiffened upper-flange loads to moving-load formulas,standard_core/built_up_beam_flange_connections.py,table_43_load_route,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-ALPHA,СП 16.13330.2017 «Стальные конструкции»,14.4.1,97,Select alpha=0.4 or 1.0 from loaded flange and web-edge planing condition,standard_core/built_up_beam_flange_connections.py,table_43_alpha,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.1-FULL-PENETRATION-WELD,СП 16.13330.2017 «Стальные конструкции»,14.4.1,96,Classify full-web-thickness penetration weld as equal-strength with the web,standard_core/built_up_beam_flange_connections.py,full_penetration_web_weld_equivalence_14_4_1,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-14.4.2-MULTILAYER-FLANGE-SHEET,СП 16.13330.2017 «Стальные конструкции»,14.4.2,97,Determine half or full sheet attachment force around theoretical and actual cutoffs,standard_core/built_up_beam_flange_connections.py,multilayer_flange_sheet_attachment_force_14_4_2,implemented,tests/test_built_up_beam_flange_connections.py,implementation_self_check_passed,Procedure visually extracted from supplied PDF pages 96-97; external geometry/evidence boundaries remain explicit.
SP16-PROC-15-CLASSIFICATION,СП 16.13330.2017 «Стальные конструкции»,15,97-108,"Classify every Section 15 clause as formula, direct detailing check, linked calculation, evidence route, or external-analysis boundary.",standard_core/structural_detailing_and_support_bearings.py,section_15_requirement_catalog,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15-CLASSIFICATION: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.1-TABLE-44-LOOKUP,СП 16.13330.2017 «Стальные конструкции»,15.1,97-98,"Look up the exact Table 44 maximum distance for category, direction, and temperature branch.",standard_core/structural_detailing_and_support_bearings.py,table_44_maximum_spacing_m,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-TBL-44: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.1-SPACING-ASSESSMENT,СП 16.13330.2017 «Стальные конструкции»,15.1,97,Separate Table 44 compliance from the more-than-five-percent or increased-stiffness enhanced-analysis trigger.,standard_core/structural_detailing_and_support_bearings.py,temperature_joint_spacing_assessment_15_1,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-SPACING-ASSESSMENT: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.1-PAIRED-BRACING,СП 16.13330.2017 «Стальные конструкции»,15.1,98,Apply the note limits for spacing between two vertical bracing systems inside a temperature block.,standard_core/structural_detailing_and_support_bearings.py,paired_vertical_bracing_max_spacing_m_15_1,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.1-PAIRED-BRACING: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.12.1-BEARING-SELECTION,СП 16.13330.2017 «Стальные конструкции»,15.12.1,107,"Route fixed and movable bearing categories from uniform-pressure, reaction, and horizontal-force requirements.",standard_core/structural_detailing_and_support_bearings.py,support_bearing_selection_15_12_1,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.1-BEARING-SELECTION: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.12.1-FRICTION,СП 16.13330.2017 «Стальные конструкции»,15.12.1,107,Return the fixed friction coefficient for flat sliding or roller movable supports.,standard_core/structural_detailing_and_support_bearings.py,support_bearing_friction_coefficient_15_12_1,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.1-FRICTION: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.12.2-ANGLE-APPLICABILITY,СП 16.13330.2017 «Стальные конструкции»,15.12.2,107-108,Enforce the central contact-angle condition of at least 90 degrees before equation (199).,standard_core/structural_detailing_and_support_bearings.py,cylindrical_hinge_bearing_check_15_12_2,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.2-ANGLE-APPLICABILITY: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-15.12.3-ROLLER-CHECK,СП 16.13330.2017 «Стальные конструкции»,15.12.3,108,"Return equation (200) capacity, utilization, and pass/fail for a roller support.",standard_core/structural_detailing_and_support_bearings.py,roller_bearing_check_15_12_3,implemented,tests/test_structural_detailing_and_support_bearings.py,V18-SP16-PROC-15.12.3-ROLLER-CHECK: pass,Visually audited Section 15 procedure; direct formulas and evidence/external-analysis boundaries remain explicit.
SP16-PROC-16.1-MATERIAL-ROUTE,СП 16.13330.2017 «Стальные конструкции»,16.1,108,Route materials to Section 5 and Annex V,standard_core/overhead_line_and_switchyard_supports.py,section_16_applicability_route,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.1-MATERIAL-ROUTE: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.1A-GROUP,СП 16.13330.2017 «Стальные конструкции»,16.1a,108,"Classify VL, ORU and KS structures into groups 1-4",standard_core/overhead_line_and_switchyard_supports.py,section_16_applicability_route,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.1A-GROUP: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.2-BOLT-ROUTE,СП 16.13330.2017 «Стальные конструкции»,16.2,108,Route bolt selection and fatigue requirements,standard_core/overhead_line_and_switchyard_supports.py,section_16_applicability_route,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.2-BOLT-ROUTE: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.4-TABLE-45,СП 16.13330.2017 «Стальные конструкции»,16.4,109,Select Table 45 working-condition factor,standard_core/overhead_line_and_switchyard_supports.py,table_45_working_condition_factor,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.4-TABLE-45: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.4-NO-RY-RU-SUBSTITUTION,СП 16.13330.2017 «Стальные конструкции»,16.4,109,Preserve clause restriction on resistance substitution,standard_core/overhead_line_and_switchyard_supports.py,section_16_applicability_route,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.4-NO-RY-RU-SUBSTITUTION: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.5-PYRAMIDAL-MU,СП 16.13330.2017 «Стальные конструкции»,16.5,109,Calculate pyramidal support coefficient mu,standard_core/overhead_line_and_switchyard_supports.py,pyramidal_effective_length_factor_clause_16_5,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.5-PYRAMIDAL-MU: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.7-BOLT-ECCENTRICITY,СП 16.13330.2017 «Стальные конструкции»,16.7,110,Apply explicit bolted-node eccentricity route,standard_core/overhead_line_and_switchyard_supports.py,angle_member_eccentricity_factors_clause_16_12,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.7-BOLT-ECCENTRICITY: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.8-AUXILIARIES,СП 16.13330.2017 «Стальные конструкции»,16.8,110,"Calculate initial bow, equivalent inertia and second-order delta",standard_core/overhead_line_and_switchyard_supports.py,guyed_support_second_order_auxiliaries,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.8-AUXILIARIES: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.10-BIAXIAL-GOVERNING,СП 16.13330.2017 «Стальные конструкции»,16.10,111,Select governing additional chord force for biaxial bending,standard_core/overhead_line_and_switchyard_supports.py,triangular_additional_chord_force_eq208,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.10-BIAXIAL-GOVERNING: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.11-TRIANGULAR-SHEAR-ROUTE,СП 16.13330.2017 «Стальные конструкции»,16.11,111,Expose external triangular-lattice shear-force route,standard_core/overhead_line_and_switchyard_supports.py,section_16_applicability_route,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.11-TRIANGULAR-SHEAR-ROUTE: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.12-ANGLE-ROUTING,СП 16.13330.2017 «Стальные конструкции»,16.12,111-113,Route single-angle eccentricity factors,standard_core/overhead_line_and_switchyard_supports.py,angle_member_eccentricity_factors_clause_16_12,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.12-ANGLE-ROUTING: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.13-TRAVERSE-LENGTHS,СП 16.13330.2017 «Стальные конструкции»,16.13,113,Select traverse effective length and radius route,standard_core/overhead_line_and_switchyard_supports.py,section_16_detailing_checks,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.13-TRAVERSE-LENGTHS: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.14-SLENDERNESS,СП 16.13330.2017 «Стальные конструкции»,16.14,113,Check first lower brace slenderness limit 160,standard_core/overhead_line_and_switchyard_supports.py,section_16_detailing_checks,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.14-SLENDERNESS: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.15-TABLE-46,СП 16.13330.2017 «Стальные конструкции»,16.15,113-114,Check Table 46 support and traverse deformation limit,standard_core/overhead_line_and_switchyard_supports.py,table_46_deformation_check,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.15-TABLE-46: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.16-DIAPHRAGM,СП 16.13330.2017 «Стальные конструкции»,16.16,114,Check diaphragm spacing and mandatory locations,standard_core/overhead_line_and_switchyard_supports.py,section_16_detailing_checks,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.16-DIAPHRAGM: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.17-SINGLE-BOLT-EDGE,СП 16.13330.2017 «Стальные конструкции»,16.17,114,Check single-bolt tension-member edge distance,standard_core/overhead_line_and_switchyard_supports.py,section_16_detailing_checks,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.17-SINGLE-BOLT-EDGE: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.18-BRACE-SIDES,СП 16.13330.2017 «Стальные конструкции»,16.18,114,Check brace arrangement on both sides of chord leg,standard_core/overhead_line_and_switchyard_supports.py,section_16_detailing_checks,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.18-BRACE-SIDES: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.19-SPLICE-BOLTS,СП 16.13330.2017 «Стальные конструкции»,16.19,114,Check angle-chord splice bolt distribution and seven-bolt exception,standard_core/overhead_line_and_switchyard_supports.py,section_16_detailing_checks,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.19-SPLICE-BOLTS: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16.20-POLYGONAL-TUBE,СП 16.13330.2017 «Стальные конструкции»,16.20,114-115,Execute polygonal tube wall stability route,standard_core/overhead_line_and_switchyard_supports.py,polygonal_tube_wall_stability_check,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16.20-POLYGONAL-TUBE: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-16-EXTERNAL-LOADS,СП 16.13330.2017 «Стальные конструкции»,16.1-16.20,108-115,"Require external determination of loads, combinations and global actions",standard_core/overhead_line_and_switchyard_supports.py,section_16_applicability_route,implemented,passed: tests/test_overhead_line_and_switchyard_supports.py,V19-SP16-PROC-16-EXTERNAL-LOADS: pass,Implemented as an explicit scalar check or auditable routing procedure; global loads and geometry classification remain external where the clause supplies no scalar method.
SP16-PROC-17.1-MATERIAL-GROUP,СП 16.13330.2017 «Стальные конструкции»,17.1,115,Classify component group and enforce steel exclusions and pipe-grade list.,standard_core/antenna_structures.py,antenna_structure_material_group_route_clause_17_1,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.2-ROPE-SELECTION,СП 16.13330.2017 «Стальные конструкции»,17.2,115,"Route rope construction, zinc group, core, and locked-coil requirements.",standard_core/antenna_structures.py,steel_rope_selection_clause_17_2,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.3-ZINC-TERMINATION,СП 16.13330.2017 «Стальные конструкции»,17.3,115,"Check zinc alloy ЦАМ9-1,5Л for rope-end casting.",standard_core/antenna_structures.py,rope_end_zinc_alloy_check_clause_17_3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.4-WIRE-ROUTE,СП 16.13330.2017 «Стальные конструкции»,17.4,115,Require Table B.2 wire selection and technological necessity for copper.,standard_core/antenna_structures.py,antenna_wire_material_route_clause_17_4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.5-GAMMA-M,СП 16.13330.2017 «Стальные конструкции»,17.5,115-116,Select material safety factor for antenna wires.,standard_core/antenna_structures.py,wire_material_safety_factor_clause_17_5,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.5-DESIGN-TENSION,СП 16.13330.2017 «Стальные конструкции»,17.5,115-116,Calculate design tensile force from certified breaking force.,standard_core/antenna_structures.py,wire_design_tension_force_clause_17_5,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.6-TABLE-47,СП 16.13330.2017 «Стальные конструкции»,17.6,116,Look up working-condition factor from Table 47.,standard_core/antenna_structures.py,table_47_working_condition_factor,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.7-DEVIATION,СП 16.13330.2017 «Стальные конструкции»,17.7,116,Check 1/100 and 1/300 relative support-deviation limits.,standard_core/antenna_structures.py,support_relative_deviation_check_clause_17_7,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.8-ERECTION-CONNECTION,СП 16.13330.2017 «Стальные конструкции»,17.8,116,"Check erection bolt classes, pretension or welding, and installer agreement.",standard_core/antenna_structures.py,erection_connection_check_clause_17_8,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.9-LATTICE-AND-DEFLECTION,СП 16.13330.2017 «Стальные конструкции»,17.9,116-117,Check crossed-brace tying and 1/250 member deflections.,standard_core/antenna_structures.py,cross_lattice_and_platform_checks_clause_17_9,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.10-DIAPHRAGM,СП 16.13330.2017 «Стальные конструкции»,17.10,117,Check diaphragm spacing and mandatory locations.,standard_core/antenna_structures.py,diaphragm_check_clause_17_10,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.11-FLANGE-BOLTS,СП 16.13330.2017 «Стальные конструкции»,17.11,117,"Check one-circle, minimum-diameter, equally spaced flange bolts.",standard_core/antenna_structures.py,pipe_flange_bolt_layout_check_clause_17_11,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.12-NODE-DETAILING,СП 16.13330.2017 «Стальные конструкции»,17.12,117,"Check node centering, eccentricity route, and slot-end drilling.",standard_core/antenna_structures.py,truss_node_detailing_checks_clause_17_12,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
SP16-PROC-17.13-GUY-ATTACHMENT,СП 16.13330.2017 «Стальные конструкции»,17.13,117,"Check guy centering, eye-plate stiffening, and transport inserts.",standard_core/antenna_structures.py,guy_attachment_detailing_checks_clause_17_13,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,Section 17 procedure visually verified on supplied PDF pages 115-118; external evidence boundaries remain explicit.
