audit_id,standard_reference,item_type,implemented_function_or_data_file,test_file,validation_case,status,comments
SP16-PROC-10.2.4-FIG15C-SPECIAL-ROUTING,Clause 10.2.4,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_29_end_connection_adjustment,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.2.4-FIG15C-SPECIAL-ROUTING,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.2.5-TUBE-AND-DOUBLE-ANGLE-ROUTING,Clause 10.2.5,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_24_effective_length,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.2.5-TUBE-AND-DOUBLE-ANGLE-ROUTING,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.2-LOAD-COMBINATION-CONSISTENCY,Clause 10.3.2,procedure,standard_core.effective_lengths_and_limiting_slenderness.column_effective_length_eq140,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.2-LOAD-COMBINATION-CONSISTENCY,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.3-TABLE-30-ROUTING,Clause 10.3.3,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_30_effective_length_factor,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.3-TABLE-30-ROUTING,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.4-TABLE-31-PARAMETERS,Clause 10.3.4,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_31_multistory_parameters,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.4-TABLE-31-PARAMETERS,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.4-TABLE-31-SPECIAL-CASES,Clause 10.3.4,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_31_special_case_mu,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.4-TABLE-31-SPECIAL-CASES,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.5-GLOBAL-FRAME-STABILITY-ROUTE,Clause 10.3.5,procedure,standard_core.effective_lengths_and_limiting_slenderness.slenderness_check,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.5-GLOBAL-FRAME-STABILITY-ROUTE,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.7-STEPPED-COLUMN-EXTERNAL-ROUTE,Clause 10.3.7,procedure,standard_core.effective_lengths_and_limiting_slenderness.column_effective_length_eq140,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.7-STEPPED-COLUMN-EXTERNAL-ROUTE,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.9-OUT-OF-PLANE-COLUMN-LENGTH,Clause 10.3.9,procedure,standard_core.effective_lengths_and_limiting_slenderness.out_of_plane_column_effective_length_clause_10_3_9,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.9-OUT-OF-PLANE-COLUMN-LENGTH,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.10-GALLERY-SUPPORT-LENGTH,Clause 10.3.10,procedure,standard_core.effective_lengths_and_limiting_slenderness.gallery_support_branch_effective_length_clause_10_3_10,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.10-GALLERY-SUPPORT-LENGTH,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.3.11-CERTIFIED-SOFTWARE-ASSUMPTION,Clause 10.3.11,procedure,standard_core.effective_lengths_and_limiting_slenderness.column_effective_length_eq140,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.3.11-CERTIFIED-SOFTWARE-ASSUMPTION,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.4.1-SLENDERNESS-CHECK,Clause 10.4.1,procedure,standard_core.effective_lengths_and_limiting_slenderness.slenderness_check,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.4.1-SLENDERNESS-CHECK,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.4.2-GROUP-4-INCREASE,Clause 10.4.2,procedure,standard_core.effective_lengths_and_limiting_slenderness.group_4_limiting_slenderness_increase,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.4.2-GROUP-4-INCREASE,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-TABLE-33-NOTES,Clause 10.4.1,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_33_tension_limiting_slenderness,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-TABLE-33-NOTES,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-11.1.1-PRINCIPAL-STRESS-LIMITS,11.1.1,procedure,standard_core.sheet_structures_strength_and_stability.principal_stress_resistance_check_clause_11_1_1,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.1.1-PRINCIPAL-STRESS-LIMITS,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.1.4-LOCAL-EDGE-EFFECT,11.1.4,procedure,standard_core.sheet_structures_strength_and_stability.shell_analysis_route_clause_11_1_4_11_1_5,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.1.4-LOCAL-EDGE-EFFECT,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.1.5-CERTIFIED-SPATIAL-ANALYSIS,11.1.5,procedure,standard_core.sheet_structures_strength_and_stability.shell_analysis_route_clause_11_1_4_11_1_5,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.1.5-CERTIFIED-SPATIAL-ANALYSIS,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.1-CRITICAL-STRESS-SELECTION,11.2.1,procedure,standard_core.sheet_structures_strength_and_stability.cylindrical_axial_critical_stress,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.1-CRITICAL-STRESS-SELECTION,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.1-ECCENTRIC-COMPRESSION-ADJUSTMENT,11.2.1,procedure,standard_core.sheet_structures_strength_and_stability.eccentric_compression_critical_stress_multiplier_clause_11_2_1,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.1-ECCENTRIC-COMPRESSION-ADJUSTMENT,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.2-TUBE-ROUTING,11.2.2,procedure,standard_core.sheet_structures_strength_and_stability.tube_local_stability_route_clause_11_2_2,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.2-TUBE-ROUTING,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.3-PANEL-INTERPOLATION,11.2.3,procedure,standard_core.sheet_structures_strength_and_stability.cylindrical_panel_limit,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.3-PANEL-INTERPOLATION,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.3-PANEL-OR-SHELL-ROUTING,11.2.3,procedure,standard_core.sheet_structures_strength_and_stability.cylindrical_panel_route_clause_11_2_3,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.3-PANEL-OR-SHELL-ROUTING,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.4-EXTERNAL-PRESSURE-INTERPOLATION,11.2.4,procedure,standard_core.sheet_structures_strength_and_stability.cylindrical_external_pressure_critical_stress,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.4-EXTERNAL-PRESSURE-INTERPOLATION,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.4-RING-STIFFENER-REQUIREMENTS,11.2.4,procedure,standard_core.sheet_structures_strength_and_stability.ring_stiffener_requirements_clause_11_2_4,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.4-RING-STIFFENER-REQUIREMENTS,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.5-COMBINED-CYLINDER-INTERACTION,11.2.5,procedure,standard_core.sheet_structures_strength_and_stability.cylindrical_combined_stability_utilization_eq162,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.5-COMBINED-CYLINDER-INTERACTION,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.6-CONE-ANGLE-LIMIT,11.2.6,procedure,standard_core.sheet_structures_strength_and_stability.conical_equivalent_radius_eq165,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.6-CONE-ANGLE-LIMIT,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.8-COMBINED-CONE-INTERACTION,11.2.8,procedure,standard_core.sheet_structures_strength_and_stability.conical_combined_stability_utilization_eq168,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.8-COMBINED-CONE-INTERACTION,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-11.2.9-SPHERE-RATIO-LIMIT,11.2.9,procedure,standard_core.sheet_structures_strength_and_stability.spherical_external_pressure_critical_stress_clause_11_2_9,tests/test_sheet_structures_strength_and_stability.py,V13-SP16-PROC-11.2.9-SPHERE-RATIO-LIMIT,implemented,Section 11 procedure implemented or surfaced as an explicit external-analysis route.
SP16-PROC-12.1.1-APPLICABILITY,12.1.1,procedure,standard_core.fatigue_design.fatigue_applicability_route_clause_12_1_1_12_1_3,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.1-APPLICABILITY,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-12.1.2-STRESS-ASYMMETRY-RATIO,12.1.2,procedure,standard_core.fatigue_design.stress_asymmetry_ratio,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-STRESS-ASYMMETRY-RATIO,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-12.1.2-CYCLE-FACTOR-ROUTING,12.1.2,procedure,standard_core.fatigue_design.fatigue_cycle_factor_alpha,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-CYCLE-FACTOR-ROUTING,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-12.1.2-RESISTANCE-CAP,12.1.2,procedure,standard_core.fatigue_design.fatigue_resistance_cap_check_clause_12_1_2,tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-RESISTANCE-CAP,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-12.1.1-LOW-CYCLE-BOUNDARY-CURRENT,12.1.1,procedure,standard_core.fatigue_design.fatigue_applicability_route_clause_12_1_1_12_1_3,tests/test_fatigue_design.py,N9-SP16-PROC-12.1.1-LOW-CYCLE-BOUNDARY-CURRENT,implemented,Change No.6 excludes 12.1.3; current low-cycle route remains fail-closed/external.
SP16-PROC-12.2-CRANE-CYCLE-FACTOR,12.2,procedure,standard_core.fatigue_design.crane_runway_cycle_factor_clause_12_2,tests/test_fatigue_design.py,V14-SP16-PROC-12.2-CRANE-CYCLE-FACTOR,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-12.2-WEB-FATIGUE-RESISTANCE,12.2,procedure,standard_core.fatigue_design.crane_runway_web_fatigue_resistance_clause_12_2,tests/test_fatigue_design.py,V14-SP16-PROC-12.2-WEB-FATIGUE-RESISTANCE,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-K.1-GROUP-LOOKUP,Annex K,procedure,standard_core.fatigue_design.annex_k_group,tests/test_fatigue_design.py,V14-SP16-PROC-K.1-GROUP-LOOKUP,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-K.1-TUBE-CASE-20,Annex K,procedure,standard_core.fatigue_design.annex_k_tube_joint_group_case20,tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-20,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-K.1-TUBE-CASE-21,Annex K,procedure,standard_core.fatigue_design.annex_k_tube_joint_group_case21,tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-21,implemented,Section 12 or Annex K procedure implemented with explicit engineering inputs.
SP16-PROC-13.1-BRITTLE-FACTORS,13.1,procedure,standard_core.brittle_fracture_and_welded_connections.brittle_fracture_factor_register_clause_13_1,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.1-BRITTLE-FACTORS,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-13.2-PREVENTION-CHECKLIST,13.1-13.2,procedure,standard_core.brittle_fracture_and_welded_connections.brittle_fracture_prevention_checklist_clause_13_1_13_2,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.2-PREVENTION-CHECKLIST,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-13.3-LAMELLAR-APPLICABILITY,13.3,procedure,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_applicability_clause_13_3,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.3-LAMELLAR-APPLICABILITY,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-13.4-Z-TEST-ROUTE,13.4,procedure,standard_core.brittle_fracture_and_welded_connections.through_thickness_property_test_route_clause_13_4,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.4-Z-TEST-ROUTE,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-13.5-RISK-MODIFIER,13.5,procedure,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_adjusted_risk_clause_13_5,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-RISK-MODIFIER,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-13.5-Z-GROUP-SELECTION,13.5,procedure,standard_core.brittle_fracture_and_welded_connections.required_z_quality_group_clause_13_5,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-Z-GROUP-SELECTION,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-13.5-LAMELLAR-CHECK,13.5,procedure,standard_core.brittle_fracture_and_welded_connections.lamellar_tearing_check_clause_13_5,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-LAMELLAR-CHECK,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.1-14.1.6-DETAILING,14.1.1-14.1.6,procedure,standard_core.brittle_fracture_and_welded_connections.welded_connection_detailing_checklist_clause_14_1_1_14_1_6,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.1-14.1.6-DETAILING,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.7-MAXIMUM-LEG,14.1.7,procedure,standard_core.brittle_fracture_and_welded_connections.maximum_fillet_weld_leg_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-LEG,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.7-MINIMUM-LENGTH,14.1.7,procedure,standard_core.brittle_fracture_and_welded_connections.minimum_fillet_weld_design_length_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LENGTH,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.7-MAXIMUM-FLANK-LENGTH,14.1.7,procedure,standard_core.brittle_fracture_and_welded_connections.maximum_flank_weld_length_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-FLANK-LENGTH,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.7-MINIMUM-LAP,14.1.7,procedure,standard_core.brittle_fracture_and_welded_connections.minimum_lap_length_clause_14_1_7,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LAP,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.8-CONSUMABLE-COMPATIBILITY,14.1.8,procedure,standard_core.brittle_fracture_and_welded_connections.welding_consumable_compatibility_clause_14_1_8,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.8-CONSUMABLE-COMPATIBILITY,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.9-ONE-SIDED-ROUTE,14.1.9,procedure,standard_core.brittle_fracture_and_welded_connections.one_sided_fillet_weld_route_clause_14_1_9,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.9-ONE-SIDED-ROUTE,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.10-INTERMITTENT-ROUTE,14.1.10,procedure,standard_core.brittle_fracture_and_welded_connections.intermittent_weld_applicability_clause_14_1_10,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-ROUTE,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.10-INTERMITTENT-SPACING,14.1.10,procedure,standard_core.brittle_fracture_and_welded_connections.intermittent_weld_spacing_limit_clause_14_1_10,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-SPACING,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.10-END-WELD-LENGTH,14.1.10,procedure,standard_core.brittle_fracture_and_welded_connections.end_weld_minimum_length_clause_14_1_10,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-END-WELD-LENGTH,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.11-PERIMETER-WELD-ROUTE,14.1.11-14.1.12,procedure,standard_core.brittle_fracture_and_welded_connections.perimeter_or_plug_weld_route_clause_14_1_11_14_1_12,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.11-PERIMETER-WELD-ROUTE,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.12-PLUG-WELD-REQUIREMENTS,14.1.12,procedure,standard_core.brittle_fracture_and_welded_connections.plug_weld_requirements_clause_14_1_12,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.12-PLUG-WELD-REQUIREMENTS,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.13-COMBINED-DISTRIBUTION,14.1.13,procedure,standard_core.brittle_fracture_and_welded_connections.combined_connection_force_distribution_clause_14_1_13,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.13-COMBINED-DISTRIBUTION,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.14-BUTT-LENGTH,14.1.14,procedure,standard_core.brittle_fracture_and_welded_connections.effective_butt_weld_length_clause_14_1_14,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-BUTT-LENGTH,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.14-RESISTANCE-BRANCH,14.1.14,procedure,standard_core.brittle_fracture_and_welded_connections.butt_weld_resistance_branch_clause_14_1_14,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-RESISTANCE-BRANCH,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.15-COMBINED-BUTT-STRESS,14.1.15,procedure,standard_core.brittle_fracture_and_welded_connections.butt_weld_combined_stress_clause_14_1_15,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.15-COMBINED-BUTT-STRESS,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.16-FILLET-LENGTH,14.1.16,procedure,standard_core.brittle_fracture_and_welded_connections.fillet_weld_effective_length_clause_14_1_16,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-FILLET-LENGTH,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.16-GOVERNING-PLANE,14.1.16,procedure,standard_core.brittle_fracture_and_welded_connections.fillet_weld_governing_plane_clause_14_1_16,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.16-GOVERNING-PLANE,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.20-SPOT-BETA,14.1.20,procedure,standard_core.brittle_fracture_and_welded_connections.spot_weld_beta_clause_14_1_20,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-BETA,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.1.20-SPOT-CAPACITY,14.1.20,procedure,standard_core.brittle_fracture_and_welded_connections.spot_weld_governing_capacity_clause_14_1_20,tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.20-SPOT-CAPACITY,implemented,Section 13/14.1 procedure implemented with explicit applicability inputs.
SP16-PROC-14.2.1-BOLT-STANDARD-ROUTE,Clause 14.2.1,procedure,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.1-BOLT-STANDARD-ROUTE,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.2.2-14.2.8-DETAILING,Clause 14.2.2-14.2.8,procedure,standard_core.bolted_and_friction_connections.table_40_check_layout,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.2-14.2.8-DETAILING,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.2.10-LONG-JOINT,Clause 14.2.10,procedure,standard_core.bolted_and_friction_connections.long_joint_reduction_factor_14_2_10,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.10-LONG-JOINT,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.2.11-MOMENT-DISTRIBUTION,Clause 14.2.11,procedure,standard_core.bolted_and_friction_connections.bolt_group_force_distribution_14_2_11_12,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.11-MOMENT-DISTRIBUTION,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.2.12-FORCE-MOMENT-DISTRIBUTION,Clause 14.2.12,procedure,standard_core.bolted_and_friction_connections.bolt_group_force_distribution_14_2_11_12,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.12-FORCE-MOMENT-DISTRIBUTION,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.2.14-BOLT-COUNT-INCREASE,Clause 14.2.14,procedure,standard_core.bolted_and_friction_connections.bolt_count_detailing_adjustment_14_2_14,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.14-BOLT-COUNT-INCREASE,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.2.15-ANCHOR-EXTERNAL-ROUTE,Clause 14.2.15,procedure,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.2.15-ANCHOR-EXTERNAL-ROUTE,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.1-14.3.2-APPLICATION,Clause 14.3.1-14.3.2,procedure,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.1-14.3.2-APPLICATION,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.4-GAMMA-B,Clause 14.3.4,procedure,standard_core.bolted_and_friction_connections.friction_connection_working_factor_14_3_4,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.4-GAMMA-B,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.5-FORCE-MOMENT-DISTRIBUTION,Clause 14.3.5,procedure,standard_core.bolted_and_friction_connections.bolt_group_force_distribution_14_2_11_12,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.5-FORCE-MOMENT-DISTRIBUTION,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.6-TENSION-REDUCTION,Clause 14.3.6,procedure,standard_core.bolted_and_friction_connections.friction_tension_reduction_14_3_6,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.6-TENSION-REDUCTION,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.7-DIAMETER-CHECK,Clause 14.3.7,procedure,standard_core.bolted_and_friction_connections.friction_bolt_diameter_check_14_3_7,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.7-DIAMETER-CHECK,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.8-14.3.9-DOCUMENTATION-ACCESS,Clause 14.3.8-14.3.9,procedure,standard_core.bolted_and_friction_connections.bolted_and_friction_external_requirements,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.8-14.3.9-DOCUMENTATION-ACCESS,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.10-WASHER,Clause 14.3.10,procedure,standard_core.bolted_and_friction_connections.friction_connection_washer_requirement_14_3_10,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.10-WASHER,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.3.11-EFFECTIVE-AREA,Clause 14.3.11,procedure,standard_core.bolted_and_friction_connections.friction_connection_effective_area_14_3_11,tests/test_bolted_and_friction_connections.py,V16-SP16-PROC-14.3.11-EFFECTIVE-AREA,implemented,Explicit executable or evidence-route procedure.
SP16-PROC-14.4.1-SHEAR-FLOW,Clause 14.4.1,procedure,standard_core.built_up_beam_flange_connections.flange_shear_flow_t_n_mm,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-SHEAR-FLOW,implemented,Calculate T=QS/I using gross flange static moment and gross section inertia
SP16-PROC-14.4.1-LOCAL-PRESSURE-FLOW,Clause 14.4.1,procedure,standard_core.built_up_beam_flange_connections.local_load_line_pressure_v_n_mm,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-LOCAL-PRESSURE-FLOW,implemented,Calculate V=gamma_f gamma_f1 F_n/l_ef
SP16-PROC-14.4.1-LOAD-ROUTE,Clause 14.4.1,procedure,standard_core.built_up_beam_flange_connections.table_43_load_route,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-LOAD-ROUTE,implemented,Route specified stationary lower-flange and unstiffened upper-flange loads to moving-load formulas
SP16-PROC-14.4.1-ALPHA,Clause 14.4.1,procedure,standard_core.built_up_beam_flange_connections.table_43_alpha,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-ALPHA,implemented,Select alpha=0.4 or 1.0 from loaded flange and web-edge planing condition
SP16-PROC-14.4.1-FULL-PENETRATION-WELD,Clause 14.4.1,procedure,standard_core.built_up_beam_flange_connections.full_penetration_web_weld_equivalence_14_4_1,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.1-FULL-PENETRATION-WELD,implemented,Classify full-web-thickness penetration weld as equal-strength with the web
SP16-PROC-14.4.2-MULTILAYER-FLANGE-SHEET,Clause 14.4.2,procedure,standard_core.built_up_beam_flange_connections.multilayer_flange_sheet_attachment_force_14_4_2,tests/test_built_up_beam_flange_connections.py,V17-SP16-PROC-14.4.2-MULTILAYER-FLANGE-SHEET,implemented,Determine half or full sheet attachment force around theoretical and actual cutoffs
