clause_id,standard,clause,annex,page_start,page_end,title,normative_status,contains_equations,contains_tables,contains_validation_example,implementation_relevance,comments
15.9.8,СП 16.13330.2017 «Стальные конструкции»,15.9.8,,106,106,При проектировании ФС следует проверять а) прочность и местную устойчивость соединяемых элементов в околофланцевой зоне б) несущую способность сварных швов крепления фланца к элем…,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.9.9,СП 16.13330.2017 «Стальные конструкции»,15.9.9,,106,106,"Для ФС II,б и II,в узел примыкания балки к полке колонны, дополнительно к требованиям 15.9.8, следует",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.9.10,СП 16.13330.2017 «Стальные конструкции»,15.9.10,,106,106,При проектировании ФС для фланцев следует применять сталь в соответствии с разделом 5 и приложением В,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.9.11,СП 16.13330.2017 «Стальные конструкции»,15.9.11,,106,106,"При проектировании ФС II,б+III,б+IV,б и II,в+III,б+IV,б следует применять болты классов прочности 8.8, 10.9",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
12.9,СП 16.13330.2017 «Стальные конструкции»,12.9,,106,107,и соответствующие им гайки и шайбы. Для остальных ФС болты следует выбирать по 5.6 и 14.2 Отверстия и болты следует размещать с учетом требований таблицы 40,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
15.9.12,СП 16.13330.2017 «Стальные конструкции»,15.9.12,,106,106,Требования по натяжению болтов и к контролю плотности контакта между поверхностями фланцев для ФС,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.9.13,СП 16.13330.2017 «Стальные конструкции»,15.9.13,,106,107,Приемка в эксплуатацию ФС при наличии начальных несовершенств в виде грибовидности должна осуществляться после получения положительных результатов при выполнении дополнительных ра…,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.10,СП 16.13330.2017 «Стальные конструкции»,15.10,,107,107,Соединения с фрезерованными торцами В соединениях элементов с фрезерованными торцами (в стыках и базах колонн и т.п.) сжимающую силу следует,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.11,СП 16.13330.2017 «Стальные конструкции»,15.11,,107,107,Монтажные крепления,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.11.1,СП 16.13330.2017 «Стальные конструкции»,15.11.1,,107,107,"Монтажные крепления конструкций зданий и сооружений с балками крановых путей, рассчитываемыми на",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.11.2,СП 16.13330.2017 «Стальные конструкции»,15.11.2,,107,107,"Для перераспределения изгибающих моментов в элементах рамных систем каркасных зданий в узлах соединения ригелей с колоннами применяются стальные накладки, работающие в пластическо…",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.12,СП 16.13330.2017 «Стальные конструкции»,15.12,,107,108,Опорные части,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.12.1,СП 16.13330.2017 «Стальные конструкции»,15.12.1,,107,107,"Неподвижные шарнирные опоры с центрирующими прокладками, тангенциальные, а при весьма больших реакциях - балансирные опоры следует применять при необходимости строго равномерного…",normative,no,no,no,implemented selection/evidence route,Support-type routing and fixed friction coefficients implemented in v0.18.
15.12.2,СП 16.13330.2017 «Стальные конструкции»,15.12.2,,107,108,Расчет на смятие в цилиндрических шарнирах (цапфах) балансирных опор следует выполнять (при,normative,yes,no,no,implemented calculation or executable procedure,Equation (199) implemented in v0.18.
15.12.3,СП 16.13330.2017 «Стальные конструкции»,15.12.3,,108,108,Расчет на диаметральное сжатие катков следует выполнять по формуле,normative,yes,no,no,implemented calculation or executable procedure,Equation (200) implemented in v0.18.
16,СП 16.13330.2017 «Стальные конструкции»,16,,108,115,"Требования по проектированию конструкций опор воздушных линий электропередачи, открытых распределительных устройств и контактных сетей транспорта",normative,no,no,no,implemented scope heading and external boundary,Section 16 audited in v0.19; equations (201)-(214) and Tables 45-46 are the selected numerical scope.
16.1,СП 16.13330.2017 «Стальные конструкции»,16.1,,108,108,"Для конструкций и соединений опор воздушных линий электропередачи (ВЛ), открытых распределительных",normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.1а,СП 16.13330.2017 «Стальные конструкции»,16.1а,,108,108,В зависимости от назначения и типа их соединений конструкции опор подразделяются на группы группа 1 - сварные специальные опоры больших переходов высотой свыше 60 м,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.2,СП 16.13330.2017 «Стальные конструкции»,16.2,,108,108,"Болты классов точности А и В для опор ВЛ высотой до 60 м и конструкций ОРУ и КС следует принимать, как для",normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.3,СП 16.13330.2017 «Стальные конструкции»,16.3,,108,108,"(Исключен, Изм. N 2)",normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.4,СП 16.13330.2017 «Стальные конструкции»,16.4,,108,109,"При расчетах опор ВЛ, конструкций ОРУ и КС следует принимать коэффициенты условий работы установленные в 7.1.2, разделах 4 и 14 и по таблице 45",normative,no,yes,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.5,СП 16.13330.2017 «Стальные конструкции»,16.5,,109,110,"При определении приведенной гибкости по таблице 8 наибольшую гибкость всего стержня вычислять по формулам для четырехгранного стержня с параллельными поясами, шарнирно опертого по…",normative,yes,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.6,СП 16.13330.2017 «Стальные конструкции»,16.6,,110,110,Расчет на устойчивость при сжатии с изгибом сквозного стержня с решетками постоянного по длине сечения,normative,yes,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.7,СП 16.13330.2017 «Стальные конструкции»,16.7,,110,110,При расчете на устойчивость при сжатии с изгибом сквозного стержня с решетками по 9.3.1 и 9.3.2 значение,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.8,СП 16.13330.2017 «Стальные конструкции»,16.8,,110,111,При проверке устойчивости отдельных поясов стержня сквозного сечения опор с оттяжками при сжатии с,normative,yes,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.9,СП 16.13330.2017 «Стальные конструкции»,16.9,,111,111,Поперечную силу Q в шарнирно опертой по концам стойке с решетками постоянного по длине прямоугольного,normative,yes,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.10,СП 16.13330.2017 «Стальные конструкции»,16.10,,111,111,Для шарнирно опертой по концам решетчатой стойки постоянного по длине треугольного сквозного сечения,normative,yes,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.11,СП 16.13330.2017 «Стальные конструкции»,16.11,,111,111,Поперечную силу Q в плоскости грани в шарнирно опертой по концам решетчатой стойке треугольного,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.12,СП 16.13330.2017 «Стальные конструкции»,16.12,,111,113,"Расчет на устойчивость сжатых элементов конструкций из одиночных уголков (поясов, решетки) следует",normative,yes,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.13,СП 16.13330.2017 «Стальные конструкции»,16.13,,113,113,Расчетные длины поясами и решеткой из одиночных уголков (см. рисунок 22) следует принимать равными,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.14,СП 16.13330.2017 «Стальные конструкции»,16.14,,113,113,Гибкость первого снизу раскоса из одиночного уголка решетчатой свободно стоящей опоры ВЛ не должна,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.15,СП 16.13330.2017 «Стальные конструкции»,16.15,,113,113,"Отклонения верха опор и прогибы траверс не должны превышать значений, приведенных в таблице 46",normative,no,yes,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.16,СП 16.13330.2017 «Стальные конструкции»,16.16,,113,113,В стальных пространственных конструкциях опор ВЛ и ОРУ из одиночных уголков следует предусматривать в,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.17,СП 16.13330.2017 «Стальные конструкции»,16.17,,113,113,При расчете на смятие соединяемых элементов решетки в одноболтовых соединениях с расстоянием от края,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.18,СП 16.13330.2017 «Стальные конструкции»,16.18,,113,114,"Раскосы, прикрепляемые к поясу болтами в одном узле, должны быть расположены с двух сторон полки",normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.19,СП 16.13330.2017 «Стальные конструкции»,16.19,,114,114,В болтовых стыках поясных равнополочных уголков число болтов в стыке следует назначать четным и,normative,no,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
16.20,СП 16.13330.2017 «Стальные конструкции»,16.20,,114,115,Расчет на устойчивость стенок опор из многогранных труб при числе граней от 8 до 12 следует выполнять по,normative,yes,no,no,implemented calculation or executable procedure,Implemented or explicitly routed in v0.19 with tests and validation; global loads and geometry evidence remain external where applicable.
17,СП 16.13330.2017 «Стальные конструкции»,17,,115,118,Требования по проектированию конструкций антенных сооружений связи высотой до 500 м,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
17.1,СП 16.13330.2017 «Стальные конструкции»,17.1,,115,115,Для стальных конструкций антенных сооружений (АС) следует применять стали согласно приложению В (кроме,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.2,СП 16.13330.2017 «Стальные конструкции»,17.2,,115,115,Для оттяжек и элементов антенных полотен следует применять стальные круглые канаты оцинкованные по,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.3,СП 16.13330.2017 «Стальные конструкции»,17.3,,115,115,"Концы стальных канатов в стаканах или муфтах следует закреплять заливкой цинковым сплавом ЦАМ9-1,5Л",normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.4,СП 16.13330.2017 «Стальные конструкции»,17.4,,115,115,Для элементов антенных полотен следует применять провода согласно таблице Б.2. Применение медных,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.5,СП 16.13330.2017 «Стальные конструкции»,17.5,,115,116,Значение расчетного сопротивления (усилия) растяжению проводов и проволок следует принимать равным,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.6,СП 16.13330.2017 «Стальные конструкции»,17.6,,116,116,"При расчетах конструкций АС следует принимать коэффициенты условий работы, установленные в 4.3, разделе",normative,no,yes,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.7,СП 16.13330.2017 «Стальные конструкции»,17.7,,116,116,"Относительные отклонения опор (к высоте) не должны превышать значений (кроме отклонений опор, для",normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.8,СП 16.13330.2017 «Стальные конструкции»,17.8,,116,116,"Монтажные соединения элементов конструкций (в том числе, фланцевые), передающие расчетные усилия",normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.9,СП 16.13330.2017 «Стальные конструкции»,17.9,,116,117,Раскосы гибкостью более 250 при перекрестной решетке в местах пересечений должны быть скреплены между,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.10,СП 16.13330.2017 «Стальные конструкции»,17.10,,117,117,В конструкциях решетчатых опор диафрагмы должны устанавливаться на расстоянии между ними не более трех,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.11,СП 16.13330.2017 «Стальные конструкции»,17.11,,117,117,Болты фланцевых соединений труб следует размещать на одной окружности минимально возможного диаметра,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.12,СП 16.13330.2017 «Стальные конструкции»,17.12,,117,117,"Элементы решетки ферм, сходящиеся в одном узле, следует центрировать на ось пояса в точке пересечения их",normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.13,СП 16.13330.2017 «Стальные конструкции»,17.13,,117,117,Оттяжки в мачтах с решетчатым стволом следует центрировать в точке пересечения осей поясов и распорок. За,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.14,СП 16.13330.2017 «Стальные конструкции»,17.14,,117,117,"Натяжные устройства (муфты), служащие для регулирования длины и закрепления оттяжек мачт, должны",normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.15,СП 16.13330.2017 «Стальные конструкции»,17.15,,117,117,"Для элементов АС следует применять типовые механические детали, прошедшие испытания на прочность и",normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.16,СП 16.13330.2017 «Стальные конструкции»,17.16,,117,117,"В оттяжках мачт, на проводах и канатах горизонтальных антенных полотен для гашения вибрации следует",normative,yes,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.17,СП 16.13330.2017 «Стальные конструкции»,17.17,,117,117,Антенные сооружения радиосвязи необходимо окрашивать согласно требованиям по маркировке и светоограждению высотных препятствий,normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
17.18,СП 16.13330.2017 «Стальные конструкции»,17.18,,117,118,"Механические детали оттяжек, арматуры изоляторов, а также метизы должны быть оцинкованными",normative,no,no,no,implemented calculation or executable procedure,"Implemented or explicitly routed in v0.20 with tests and validation; product standards, loads, global analysis, certificates, fabrication evidence, and external regulations remain explicit boundaries."
18,СП 16.13330.2017 «Стальные конструкции»,18,,118,181,Требования по проектированию конструкций зданий и сооружений при реконструкции,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.1,СП 16.13330.2017 «Стальные конструкции»,18.1,,118,118,Общие положения,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.1.1,СП 16.13330.2017 «Стальные конструкции»,18.1.1,,118,118,Остаточный ресурс конструкций зданий и сооружений следует оценивать на основании анализа имеющейся,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.1.2,СП 16.13330.2017 «Стальные конструкции»,18.1.2,,118,118,При усилении или изменении условий работы сохраняемых конструкций следует обеспечивать как минимум их,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.1.3,СП 16.13330.2017 «Стальные конструкции»,18.1.3,,118,118,"Для конструкций, запроектированных по ранее действовавшим нормам и техническим условиям, проверочный",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2,СП 16.13330.2017 «Стальные конструкции»,18.2,,118,120,Расчетные характеристики стали и соединений,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2.1,СП 16.13330.2017 «Стальные конструкции»,18.2.1,,118,118,Оценивать качество материала конструкций следует по данным заводских сертификатов или по результатам,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2.2,СП 16.13330.2017 «Стальные конструкции»,18.2.2,,118,119,При исследовании и испытании металла следует определять следующие показатели химический состав - массовую долю элементов по таблице В.2 (приложение В),normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2.3,СП 16.13330.2017 «Стальные конструкции»,18.2.3,,119,119,"Исследования и испытания металла конструкций, изготовленных до 1950 г., следует проводить в специализированных научно-исследовательских институтах, где, кроме свойств металла, уст…",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2.4,СП 16.13330.2017 «Стальные конструкции»,18.2.4,,119,119,"Расчетные сопротивления проката, гнутых профилей и труб сохраняемых конструкций следует назначать",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2.5,СП 16.13330.2017 «Стальные конструкции»,18.2.5,,119,119,"Расчетные сопротивления сварных соединений сохраняемых конструкций, подлежащих реконструкции или",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2.6,СП 16.13330.2017 «Стальные конструкции»,18.2.6,,119,119,"Расчетные сопротивления срезу и растяжению болтов, а также смятию элементов, соединяемых болтами",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.2.7,СП 16.13330.2017 «Стальные конструкции»,18.2.7,,119,120,Расчетные сопротивления заклепочных соединений следует принимать по таблице 48,normative,no,yes,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3,СП 16.13330.2017 «Стальные конструкции»,18.3,,120,181,Усиление конструкций,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.1,СП 16.13330.2017 «Стальные конструкции»,18.3.1,,120,120,"Конструкции, эксплуатируемые при расчетной температуре малоуглеродистой стали, а также из других сталей, у которых по результатам испытаний значения ударной вязкости ниже",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.2,СП 16.13330.2017 «Стальные конструкции»,18.3.2,,120,121,"Расчетную схему конструкции следует принимать с учетом особенностей ее действительной работы, в том",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.3,СП 16.13330.2017 «Стальные конструкции»,18.3.3,,121,121,"Конструкции, не удовлетворяющие требованиям 15.7.1-15.7.5, 17.2 и разделов 7-9, 11-14, а также требованиям",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.4,СП 16.13330.2017 «Стальные конструкции»,18.3.4,,121,121,"Не следует усиливать элементы конструкций, если их вертикальные и горизонтальные прогибы и перемещения превышают предельные значения, установленные СП 20.13330, но не препятствуют…",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.5,СП 16.13330.2017 «Стальные конструкции»,18.3.5,,121,121,"При усилении конструкций следует учитывать возможность предварительного напряжения и активного регулирования усилий (в том числе за счет сварки, изменений конструктивной и расчетн…",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.6,СП 16.13330.2017 «Стальные конструкции»,18.3.6,,121,121,Конструкции усиления и методы его выполнения должны предусматривать меры по снижению нежелательных,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.7,СП 16.13330.2017 «Стальные конструкции»,18.3.7,,121,121,Прерывистые фланговые швы применяются в конструкциях 3-й и 4-й групп (согласно приложению В) эксплуатируемых при расчетной температуре не ниже минус 45°С в неагрессивной или слабо…,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.8,СП 16.13330.2017 «Стальные конструкции»,18.3.8,,121,121,При усилении элементов конструкций применяют комбинированные соединения: заклепочные с фрикционными или заклепочные с болтами класса точности А,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.9,СП 16.13330.2017 «Стальные конструкции»,18.3.9,,121,121,"В элементах групп конструкций 1, 2, 3-4 (согласно приложению В), при усилении подверженных нагреву",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.10,СП 16.13330.2017 «Стальные конструкции»,18.3.10,,121,122,Основными способами усиления конструкций являются увеличение площади поперечного сечения отдельных элементов конструкции изменение конструктивной схемы всего каркаса или отдельных…,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.11,СП 16.13330.2017 «Стальные конструкции»,18.3.11,,122,122,"При расчете элементов конструкций, усиленных путем увеличения сечения следует учитывать разные расчетные сопротивления материалов конструкции и усиления. Следует принимать одно ра…",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.12,СП 16.13330.2017 «Стальные конструкции»,18.3.12,,122,122,"Расчет на прочность и устойчивость элементов, усиленных способом увеличения сечений, следует выполнять",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.13,СП 16.13330.2017 «Стальные конструкции»,18.3.13,,122,122,"Расчет на прочность элементов конструкций, усиливаемых методом увеличения сечений, следует выполнять",normative,yes,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.14,СП 16.13330.2017 «Стальные конструкции»,18.3.14,,122,125,Расчет на устойчивость сжатых элементов сплошного сечения в плоскости действия моментов выполняется по,normative,yes,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.15,СП 16.13330.2017 «Стальные конструкции»,18.3.15,,125,125,При расчете на устойчивость элементов при центральном сжатии и сжатии с изгибом следует принимать для,normative,yes,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
18.3.16,СП 16.13330.2017 «Стальные конструкции»,18.3.16,,125,181,"Не требуют усиления существующие стальные конструкции, выполненные с отступлением от требований",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
Приложение А,СП 16.13330.2017 «Стальные конструкции»,,А,126,131,Основные буквенные обозначения величин,not explicitly labelled in supplied PDF,no,no,no,notation/documentation,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
Приложение Б,СП 16.13330.2017 «Стальные конструкции»,,Б,131,133,Физические характеристики материалов для стальных конструкций,not explicitly labelled in supplied PDF,no,yes,no,reference data and calculation support,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
Приложение В,СП 16.13330.2017 «Стальные конструкции»,,В,133,145,Выбор сталей и нормативные/расчетные характеристики,not explicitly labelled in supplied PDF,no,yes,no,reference data and calculation support,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
Приложение Г,СП 16.13330.2017 «Стальные конструкции»,,Г,145,150,Материалы и расчетные характеристики соединений,not explicitly labelled in supplied PDF,no,yes,no,reference data and calculation support,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
Приложение Д,СП 16.13330.2017 «Стальные конструкции»,,Д,150,161,Коэффициенты устойчивости и формы сечения,not explicitly labelled in supplied PDF,no,yes,no,reference data and calculation support,Annex D Table D.1 was implemented in v0.3 and preserved in v0.4; remaining Annex D tables and procedures stay unresolved.
Приложение Е,СП 16.13330.2017 «Стальные конструкции»,,Е,161,164,Коэффициенты для расчетов изгибаемых элементов и опорных плит,not explicitly labelled in supplied PDF,no,yes,no,reference data and calculation support,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
Приложение Ж,СП 16.13330.2017 «Стальные конструкции»,,Ж,164,170,Коэффициенты устойчивости при изгибе,not explicitly labelled in supplied PDF,no,yes,no,implemented in v0.7 selected scope,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Selected formulas/procedures visually audited and implemented in v0.7.
Приложение И,СП 16.13330.2017 «Стальные конструкции»,,И,170,177,Коэффициенты расчетной длины колонн,not explicitly labelled in supplied PDF,no,yes,no,reference data and calculation support,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
Приложение К,СП 16.13330.2017 «Стальные конструкции»,,К,177,181,Группы элементов и соединений при расчете на усталость,not explicitly labelled in supplied PDF,no,yes,no,reference data and calculation support,Page range is based on PDF page numbering; adjoining clauses may share a boundary page.
